,Year,State,Annual Mean,Data Value,Radium
125,2007,South Carolina,0.5704215456674473,,1.319469027
126,2007,Utah,0.9334246575342465,,0.570122699
127,2007,Vermont,0.5012990196078432,,2.526153846
128,2007,Washington,1.2978897715988083,,0.441555556
129,2007,West Virginia,0.7545762711864407,,1.14173913
130,2007,Wisconsin,1.1575757575757575,,1.002163009
131,2008,Arizona,2.102289855072464,,0.290825243
132,2008,California,1.8767858917039244,,0.583958333
133,2008,Colorado,0.9613068181818182,,4.50027027
134,2008,Connecticut,1.32307240704501,,1.091052632
135,2008,Delaware,2.053563829787234,,3.274285714
136,2008,Florida,0.5929805886036318,,0.573039514
137,2008,Iowa,1.221646408839779,,2.162662722
138,2008,Kansas,2.6720959147424512,,1.159589041
139,2008,Kentucky,0.8989243027888446,,0.796315789
140,2008,Maine,0.5560483870967742,,1.737142857
141,2008,Maryland,1.2822823529411764,,0.624042553
142,2008,Minnesota,0.6233991228070175,,1.598225806
143,2008,Missouri,0.23640488656195463,,1.836491228
144,2008,New Hampshire,0.4984786641929499,,0.441034483
145,2008,New Jersey,1.385199203187251,,2.314150943
146,2008,New Mexico,1.0613898916967508,,1.065641026
147,2008,New York,0.9049540722596447,,1.104679487
148,2008,Oregon,0.990239099859353,,0.836511628
149,2008,Rhode Island,1.0568181818181819,,0.894782609
150,2008,South Carolina,0.6170454545454546,,1.706237624
151,2008,Utah,0.9327466666666666,,0.689276316
152,2008,Vermont,0.5402663438256659,,0.877115385
153,2008,Washington,1.2997038081805359,,0.925833333
154,2008,West Virginia,0.7612413793103447,,0.755714286
155,2008,Wisconsin,1.4347222222222222,,1.465166667
156,2009,Arizona,2.1169710144927536,,0.356826923
157,2009,California,1.903536231884058,,0.736808511
158,2009,Colorado,0.9551069900142652,,3.255566038
159,2009,Connecticut,1.2742967244701349,,0.92515625
160,2009,Delaware,2.1147340425531915,,2.020625
161,2009,Florida,0.623596214511041,,0.613645546
162,2009,Iowa,1.2098021978021978,,1.936953125
163,2009,Kansas,2.845490196078431,,1.111879195
164,2009,Kentucky,0.8964,,0.987894737
165,2009,Maine,0.508736559139785,,2.458888889
166,2009,Maryland,1.2454976303317535,,1.512068966
167,2009,Minnesota,0.6397860962566844,,1.7551417
168,2009,Missouri,0.23663533834586467,,1.792217391
169,2009,New Hampshire,0.4679347826086957,,1.003636364
170,2009,New Jersey,1.26991683991684,,2.565735294
171,2009,New Mexico,1.0922222222222222,,1.057313433
172,2009,New York,0.8693588937774985,,1.391411043
173,2009,Oregon,1.0235040431266846,,0.796095238
174,2009,Rhode Island,1.0806060606060606,,1.565333333
175,2009,South Carolina,0.5923595505617978,,2.145940594
176,2009,Utah,0.9419642857142857,,0.714115226
177,2009,Vermont,0.5199522673031026,,1.466538462
178,2009,Washington,1.2565295256534366,,1.604736842
179,2009,West Virginia,0.7310069444444445,,0.569090909
180,2009,Wisconsin,1.3518102189781023,,1.752344961
181,2010,Arizona,2.151147776183644,,0.406767677
182,2010,California,1.8749016853932583,,0.7465
183,2010,Colorado,0.9598052851182198,,3.536142857
184,2010,Connecticut,1.2319573643410853,,0.704056848
185,2010,Delaware,2.180855614973262,,1.166625
186,2010,Florida,0.5813398058252427,,0.9836
187,2010,Iowa,1.2166258351893096,,2.226148148
188,2010,Kansas,3.039436363636364,,1.299571429
189,2010,Kentucky,0.8367330677290837,,0.811176471
190,2010,Maine,0.537972972972973,,1.47875
191,2010,Maryland,1.2961643835616439,,1.556571429
192,2010,Minnesota,0.6438336933045355,,1.755399061
193,2010,Missouri,0.2306255355612682,,1.781897436
194,2010,New Hampshire,0.4314310344827586,,1.284222222
195,2010,New Jersey,1.2382236842105263,,2.821690141
196,2010,New Mexico,1.067927927927928,,0.860309278
197,2010,New York,0.7913932448733414,,1.54
198,2010,North Carolina,1.130884109916368,,1.317117347
199,2010,Oregon,0.9933119383825417,,0.753367347
200,2010,Rhode Island,0.9942424242424243,,1.529473684
201,2010,South Carolina,0.6460801781737193,,1.91122807
202,2010,Utah,0.9408483290488432,,0.606570048
203,2010,Vermont,0.46532863849765255,,1.304761905
204,2010,Washington,1.2131044349070101,,2.332807018
205,2010,West Virginia,0.8292446043165468,,1.024117647
206,2010,Wisconsin,1.1001306413301664,,2.148055556
207,2011,Arizona,2.1231954350927245,,0.568211382
208,2011,California,1.8618834498834498,,0.835454545
209,2011,Colorado,0.9576966292134831,,1.703451777
210,2011,Connecticut,1.2706370656370658,,0.797297297
211,2011,Delaware,2.035876288659794,,1.514864865
212,2011,Florida,0.5888018134715026,,0.675685279
213,2011,Iowa,1.1832960893854747,,1.756896552
214,2011,Kansas,3.0432363636363635,,1.042091503
215,2011,Kentucky,0.9273493975903614,,0.976818182
216,2011,Maine,0.4959029649595687,,2.3
217,2011,Maryland,1.3340816326530613,,0.795588235
218,2011,Minnesota,0.6372515856236787,,1.588274336
219,2011,Missouri,0.2555882352941176,,1.40828125
220,2011,New Hampshire,0.5590461538461539,,1.185810811
221,2011,New Jersey,1.2212334801762113,,1.685766423
222,2011,New Mexico,1.041797153024911,,0.544032258
223,2011,New York,0.7890490253987005,,1.562222222
224,2011,North Carolina,1.1190326409495548,,1.414738956
225,2011,Oregon,1.06913217623498,,0.916442953
226,2011,Rhode Island,1.0778787878787879,,2.8275
227,2011,South Carolina,0.6556599552572706,,1.848842975
228,2011,Utah,0.9827532467532468,,0.732980132
229,2011,Vermont,0.5048441247002399,,1.387582418
230,2011,Washington,1.2265040650406505,,1.266451613
231,2011,West Virginia,0.8446236559139785,,0.5344
232,2011,Wisconsin,1.4969269102990033,,2.535555556
233,2012,Arizona,2.126958981612447,,0.598952381
234,2012,California,1.9100805305542397,,1.152857143
235,2012,Colorado,0.9234330484330484,,1.61295082
236,2012,Connecticut,1.1842967244701348,,0.819866667
237,2012,Delaware,1.9546632124352332,,1.463157895
238,2012,Florida,0.6028861256544503,,0.968300283
239,2012,Iowa,1.1079498861047836,,1.479617347
240,2012,Kansas,3.0467513611615247,,1.021875
241,2012,Kentucky,0.8771544715447155,,0.866666667
242,2012,Maine,0.49709239130434785,,1.365
243,2012,Maryland,1.3272197309417042,,0.727179487
244,2012,Minnesota,0.6301478352692714,,1.863782609
245,2012,Missouri,0.23594570928196146,,1.594030612
246,2012,Nebraska,2.9838062283737026,,1.13187935
247,2012,New Hampshire,0.5549773071104387,,1.446153846
248,2012,New Jersey,1.206872246696035,,1.787217125
249,2012,New Mexico,1.0585614035087718,,0.623333333
250,2012,New York,0.8266510812390415,,1.722777778
251,2012,North Carolina,1.1450928699820253,,1.156578073
252,2012,Oregon,1.0284177215189874,,1.02768
253,2012,Rhode Island,1.0177611940298508,,1.42875
254,2012,South Carolina,0.6479954954954954,,1.96480315
255,2012,Utah,0.9839895013123359,,0.968785714
256,2012,Vermont,0.48334939759036144,,1.530447761
257,2012,Washington,1.1382508409418548,,1.283611111
258,2012,West Virginia,0.809812734082397,,1.234
259,2012,Wisconsin,1.3712137203166228,,1.772727273
260,2013,Arizona,2.1195473833097593,,0.678561644
261,2013,California,2.025815286624204,,1.482857143
262,2013,Colorado,0.927001414427157,,2.543939394
263,2013,Connecticut,1.2893307086614174,,0.855085575
264,2013,Delaware,2.0115706806282723,,0.6934
265,2013,Florida,0.6047581179589132,,1.182022472
266,2013,Iowa,1.137785388127854,,2.388
267,2013,Kansas,2.96367941712204,,1.077175573
268,2013,Kentucky,0.8640485829959513,,1.879375
269,2013,Maine,0.598048128342246,,0.9375
270,2013,Maryland,1.2118036529680365,,1.932058824
271,2013,Minnesota,0.667289029535865,,1.705632653
272,2013,Missouri,0.24572702943800176,,1.658058824
273,2013,Nebraska,2.9137261698440207,,1.58862069
274,2013,New Hampshire,0.6076083707025411,,1.424642857
275,2013,New Jersey,1.214629213483146,,2.139583333
276,2013,New Mexico,1.0600173310225303,,0.37875
277,2013,New York,0.8817633136094675,,0.97656051
278,2013,North Carolina,1.1566392479435956,,1.021914648
279,2013,Oregon,1.0116498740554156,,0.96496124
280,2013,Rhode Island,1.1111111111111112,,1.62375
281,2013,South Carolina,0.6883219954648526,,2.409464286
282,2013,Utah,0.99016,,0.772981651
283,2013,Vermont,0.49929440389294405,,1.153103448
284,2013,Washington,1.1393713450292398,,0.807272727
285,2013,West Virginia,0.810648854961832,,0.52421875
286,2013,Wisconsin,1.2432941176470587,,2.096666667
287,2014,Arizona,,6399564.0,0.661265823
288,2014,California,,41174437.0,2.653333333
289,2014,Colorado,,5263167.0,2.444214876
290,2014,Connecticut,,2754692.0,0.905362319
291,2014,Delaware,,886247.0,1.6975
292,2014,Florida,,19359141.0,0.790322581
293,2014,Iowa,,2753592.0,2.272580645
294,2014,Kansas,,2704330.0,1.174683544
295,2014,Kentucky,,4645995.0,2.006455696
296,2014,Maine,,669168.0,0.935
297,2014,Maryland,,5288267.0,1.53755102
298,2014,Minnesota,,4332607.0,1.721707317
299,2014,Missouri,,5351860.0,1.575384615
300,2014,Nebraska,,1592119.0,0.977065217
301,2014,New Hampshire,,867238.0,1.025435897
302,2014,New Jersey,,9053727.0,1.661632653
303,2014,New Mexico,,1874740.0,0.613454545
304,2014,New York,,17790348.0,0.9872
305,2014,North Carolina,,8332506.0,1.41675
306,2014,Oregon,,3907292.0,1.165
307,2014,Rhode Island,,1034882.0,0.81952381
308,2014,South Carolina,,3672480.0,2.174038462
309,2014,Utah,,4469749.0,0.734146341
310,2014,Vermont,,449172.0,1.235223881
311,2014,Washington,,6001501.0,0.141111111
312,2014,West Virginia,,1483875.0,0.465
313,2014,Wisconsin,,4063134.0,1.106666667
