Year,State,County,PWS Name,PWS Id,Population Served,Annual Mean,Maximum Contaminant Level
2013,Arizona,Apache,ALPINE DWID,AZ0401001,582,0.11,Less than or Equal to MCL
2013,Arizona,Apache,CEDAR GROVE WATER COMPANY,AZ0401049,1012,0.27,Less than or Equal to MCL
2013,Arizona,Apache,EAGAR TOWN OF,AZ0401004,5000,0.57,Less than or Equal to MCL
2013,Arizona,Apache,LIVCO WATER COMPANY,AZ0401018,745,0.36,Less than or Equal to MCL
2013,Arizona,Apache,LORD AZ WATER 2 - WINCHESTER TRAILS,AZ0401047,366,0.05,Not Detected
2013,Arizona,Apache,LORD AZ WATER WILDERNESS,AZ0401373,489,0.05,Not Detected
2013,Arizona,Apache,OJO BONITO ESTATES DWID,AZ0401039,53,0.12,Less than or Equal to MCL
2013,Arizona,Apache,PINECREST WATER COMPANY,AZ0401010,73,0.05,Not Detected
2013,Arizona,Apache,SANDERS SCHOOL DISTRICT,AZ0401022,350,1.7,Less than or Equal to MCL
2013,Arizona,Apache,SHOW LOW CROSSROADS HOA,AZ0401372,33,0.95,Less than or Equal to MCL
2013,Arizona,Apache,SPRINGERVILLE TOWN OF,AZ0401013,1972,0.51,Less than or Equal to MCL
2013,Arizona,Apache,ST JOHNS CITY OF,AZ0401012,3800,0.05,Not Detected
2013,Arizona,Apache,TIMBER KNOLL DWID,AZ0401015,132,0.3,Less than or Equal to MCL
2013,Arizona,Apache,VERNON DWID,AZ0401019,100,0.51,Less than or Equal to MCL
2013,Arizona,Apache,VERNON VALLEY WATER SYSTEM,AZ0401054,44,0.33,Less than or Equal to MCL
2013,Arizona,Cochise,ARIZONA WATER CO - BISBEE,AZ0402001,7992,2.1,Less than or Equal to MCL
2013,Arizona,Cochise,ARIZONA WATER CO - SIERRA VISTA,AZ0402004,9946,0.78,Less than or Equal to MCL
2013,Arizona,Cochise,ASHLEY ROSE MHP,AZ0402105,30,1.5,Less than or Equal to MCL
2013,Arizona,Cochise,BELLA VISTA CITY WATER SYSTEM,AZ0402010,20045,0.85,Less than or Equal to MCL
2013,Arizona,Cochise,BELLA VISTA WATER SOUTH,AZ0402007,2008,0.98,Less than or Equal to MCL
2013,Arizona,Cochise,BENSON CITY OF WATER SYSTEM,AZ0402005,6305,0.78,Less than or Equal to MCL
2013,Arizona,Cochise,BISBEE DOUGLAS INTL AIRPORT,AZ0402061,2300,1.63,Less than or Equal to MCL
2013,Arizona,Cochise,BOWIE WID,AZ0402006,376,0.87,Less than or Equal to MCL
2013,Arizona,Cochise,CITY OF WILLCOX,AZ0402035,3757,1,Less than or Equal to MCL
2013,Arizona,Cochise,CLEAR SPRINGS UTILITY MAIN,AZ0402008,1382,0.45,Less than or Equal to MCL
2013,Arizona,Cochise,CLEAR SPRINGS UTILITY WELL 6,AZ0402049,54,0.63,Less than or Equal to MCL
2013,Arizona,Cochise,CLOUD NINE WATER COMPANY,AZ0402009,211,0.31,Less than or Equal to MCL
2013,Arizona,Cochise,COCHISE COLLEGE PARK WATER ASSOC,AZ0402040,33,3.5,Less than or Equal to MCL
2013,Arizona,Cochise,DESERT WINDS MOBILE PARK,AZ0402353,34,0.36,Less than or Equal to MCL
2013,Arizona,Cochise,DOUGLAS CITY OF,AZ0402014,13300,1.23,Less than or Equal to MCL
2013,Arizona,Cochise,DRAGOON WATER COMPANY,AZ0402015,317,1.1,Less than or Equal to MCL
2013,Arizona,Cochise,EAST SLOPE WATER - WEST,AZ0402094,665,1.83,Less than or Equal to MCL
2013,Arizona,Cochise,EAST SLOPE WATER COMPANY,AZ0402028,1987,0.67,Less than or Equal to MCL
2013,Arizona,Cochise,ELFRIDA WID,AZ0402017,800,2.95,Less than or Equal to MCL
2013,Arizona,Cochise,EMPIRITA WATER COMPANY,AZ0402122,75,1.6,Less than or Equal to MCL
2013,Arizona,Cochise,HOLIDAY WATER COMPANY,AZ0402018,395,0.72,Less than or Equal to MCL
2013,Arizona,Cochise,KOKOPELLI SPRINGS RESORT,AZ0402327,85,0.8,Less than or Equal to MCL
2013,Arizona,Cochise,LA COSTA WATER USERS ASSOC,AZ0402041,30,1.1,Less than or Equal to MCL
2013,Arizona,Cochise,MCNEAL WATER COMPANY,AZ0402016,66,0.44,Less than or Equal to MCL
2013,Arizona,Cochise,MESCAL LAKES WATER SYSTEM,AZ0402052,1479,1.25,Less than or Equal to MCL
2013,Arizona,Cochise,MONTE VISTA WATER COMPANY,AZ0402043,150,1.8,Less than or Equal to MCL
2013,Arizona,Cochise,NACO ESTATES,AZ0402345,75,2.5,Less than or Equal to MCL
2013,Arizona,Cochise,NACO WATER CO BISBEE,AZ0402112,201,6.8,Less than or Equal to MCL
2013,Arizona,Cochise,NACO WATER CO MAIN,AZ0402024,771,1.95,Less than or Equal to MCL
2013,Arizona,Cochise,NORTHERN SUNRISE WC CORONADO,AZ0402013,598,1.1,Less than or Equal to MCL
2013,Arizona,Cochise,NORTHERN SUNRISE WC MUSTANG CRYSTAL,AZ0402054,340,0.72,Less than or Equal to MCL
2013,Arizona,Cochise,NTM AVIATION,AZ0402401,47,0.93,Less than or Equal to MCL
2013,Arizona,Cochise,PALOMINAS WATER SEWER CO,AZ0402026,25,0.35,Less than or Equal to MCL
2013,Arizona,Cochise,POMERENE DWID,AZ0402012,1005,0.45,Less than or Equal to MCL
2013,Arizona,Cochise,PUEBLO DEL SOL WATER COMPANY,AZ0402044,12804,0.43,Less than or Equal to MCL
2013,Arizona,Cochise,SAN SIMON DWID,AZ0402027,312,0.51,Less than or Equal to MCL
2013,Arizona,Cochise,SIERRA VISTA MH VILLAGE,AZ0402101,400,0.36,Less than or Equal to MCL
2013,Arizona,Cochise,SOUTHERN SUNRISE WC COCHISE HORSESHOE,AZ0402011,1530,1.08,Less than or Equal to MCL
2013,Arizona,Cochise,SOUTHERN SUNRISE WC MIRACLE VALLEY,AZ0402023,690,0.42,Less than or Equal to MCL
2013,Arizona,Cochise,SOUTHLAND UTILITIES - GOLDEN ACRES,AZ0402029,1797,1.23,Less than or Equal to MCL
2013,Arizona,Cochise,ST DAVID DWID,AZ0402039,1255,0.43,Less than or Equal to MCL
2013,Arizona,Cochise,STRATMAN WATER COMPANY,AZ0402075,105,0.47,Less than or Equal to MCL
2013,Arizona,Cochise,SULGER WATER COMPANY 2,AZ0402120,53,0.32,Less than or Equal to MCL
2013,Arizona,Cochise,SUNIZONA WATER COMPANY,AZ0402036,27,0.38,Less than or Equal to MCL
2013,Arizona,Cochise,SUNRISE MOBILE HOME PARK,AZ0402100,33,2.1,Less than or Equal to MCL
2013,Arizona,Cochise,TOMBSTONE CITY OF,AZ0402033,1350,3.83,Less than or Equal to MCL
2013,Arizona,Cochise,TOWN OF HUACHUCA CITY,AZ0402019,1854,0.75,Less than or Equal to MCL
2013,Arizona,Cochise,TWIN BUTTES MOBILE HOME RV PARK,AZ0402360,79,1.9,Less than or Equal to MCL
2013,Arizona,Cochise,US ARMY FORT HUACHUCA,AZ0402078,15603,1.13,Less than or Equal to MCL
2013,Arizona,Cochise,WHETSTONE DWID,AZ0402038,940,0.58,Less than or Equal to MCL
2013,Arizona,Cochise,WHETSTONE RANCH WATER SYSTEM,AZ0402125,125,1,Less than or Equal to MCL
2013,Arizona,Cochise,WHETSTONE VILLAGE MHP,AZ0402104,50,1,Less than or Equal to MCL
2013,Arizona,Cochise,WILLOW LAKES PROPERTY OWNERS ASSOC,AZ0402042,207,1.5,Less than or Equal to MCL
2013,Arizona,Cochise,WINCHESTER WATER COMPANY,AZ0402110,480,0.79,Less than or Equal to MCL
2013,Arizona,Coconino,ADOT AIRPORT GRAND CANYON,AZ0403010,2210,1.32,Less than or Equal to MCL
2013,Arizona,Coconino,ARIZONA WATER CO - PINEWOOD,AZ0403002,6185,0.71,Less than or Equal to MCL
2013,Arizona,Coconino,ARIZONA WATER CO - SEDONA,AZ0403003,12191,0.63,Less than or Equal to MCL
2013,Arizona,Coconino,DONEY PARK WATER,AZ0403005,8220,1.07,Less than or Equal to MCL
2013,Arizona,Coconino,FLAGSTAFF CITY OF,AZ0403008,67000,0.5,Less than or Equal to MCL
2013,Arizona,Coconino,FLAGSTAFF RANCH WATER COMPANY,AZ0403088,495,0.19,Less than or Equal to MCL
2013,Arizona,Coconino,FOREST HIGHLANDS WATER COMPANY,AZ0403073,1566,0.15,Less than or Equal to MCL
2013,Arizona,Coconino,FOREST LAKES WATER IMPROVEMENT DISTRICT,AZ0403032,1740,0.11,Less than or Equal to MCL
2013,Arizona,Coconino,FREDONIA TOWN OF,AZ0403009,1300,0.28,Less than or Equal to MCL
2013,Arizona,Coconino,GLEN CANYON NRA WAHWEAP,AZ0403712,3821,0.1,Not Detected
2013,Arizona,Coconino,GRAND CANYON NATIONAL PARK,AZ0403702,15288,0.16,Less than or Equal to MCL
2013,Arizona,Coconino,GREENEHAVEN WATER COMPANY,AZ0403037,580,0.41,Less than or Equal to MCL
2013,Arizona,Coconino,HECKETHORN WATER COMPANY,AZ0403011,90,0.54,Less than or Equal to MCL
2013,Arizona,Coconino,HIDDEN HOLLOW MHC,AZ0403362,400,0.25,Less than or Equal to MCL
2013,Arizona,Coconino,HYDRO RESOURCES-TUSAYAN,AZ0403312,1710,1.93,Less than or Equal to MCL
2013,Arizona,Coconino,JACOB LAKE LODGE,AZ0403331,500,0.3,Less than or Equal to MCL
2013,Arizona,Coconino,KACHINA VILLAGE DWID,AZ0403013,3500,0.39,Less than or Equal to MCL
2013,Arizona,Coconino,LAKE MARY COUNTRY STORE,AZ0403067,130,0.56,Less than or Equal to MCL
2013,Arizona,Coconino,LIVING SPRINGS MHP - RAINBOW TROUT FARM,AZ0403081,100,0.11,Less than or Equal to MCL
2013,Arizona,Coconino,MOUNTAIN DELL WATER INC,AZ0403015,215,2.7,Less than or Equal to MCL
2013,Arizona,Coconino,OAK CREEK UTILITY CORP,AZ0403004,62,0.05,Not Detected
2013,Arizona,Coconino,PAGE CITY OF,AZ0403017,7777,0.3,Less than or Equal to MCL
2013,Arizona,Coconino,PONDEROSA UTILITY CORP,AZ0403018,1510,0.3,Less than or Equal to MCL
2013,Arizona,Coconino,STARLIGHT WATER COMPANY,AZ0403063,1920,0.19,Less than or Equal to MCL
2013,Arizona,Coconino,TALL PINES ESTATES WATER,AZ0403024,136,0.86,Less than or Equal to MCL
2013,Arizona,Coconino,UTILITY SOURCE LLC,AZ0403300,990,0.25,Less than or Equal to MCL
2013,Arizona,Coconino,VALLE AIRPORT GRAND CANYON,AZ0403084,430,0.42,Less than or Equal to MCL
2013,Arizona,Coconino,WEST VILLAGE WATER COMPANY,AZ0403021,220,0.14,Less than or Equal to MCL
2013,Arizona,Coconino,WILLIAMS CITY OF,AZ0403026,3145,0.23,Less than or Equal to MCL
2013,Arizona,Gila,APACHE TRAIL MHP,AZ0404300,130,1.6,Less than or Equal to MCL
2013,Arizona,Gila,ARIZONA WATER CO - MIAMI CLAYPOOL,AZ0404002,9026,1.8,Less than or Equal to MCL
2013,Arizona,Gila,ARIZONA WATER CO - WINKELMAN,AZ0404003,468,0.03,Not Detected
2013,Arizona,Gila,ARROYO WATER COMPANY,AZ0404083,150,0.1,Not Detected
2013,Arizona,Gila,ASARCO HAYDEN OPERATIONS,AZ0404012,779,0.92,Less than or Equal to MCL
2013,Arizona,Gila,AUGUST HILLS MHP,AZ0404332,41,6.1,Less than or Equal to MCL
2013,Arizona,Gila,BEAVER VALLEY WATER COMPANY,AZ0404004,150,0.7,Less than or Equal to MCL
2013,Arizona,Gila,CHRISTOPHER CREEK HAVEN,AZ0404005,30,1.14,Less than or Equal to MCL
2013,Arizona,Gila,GARDNER WATER COMPANY,AZ0404038,32,0.23,Less than or Equal to MCL
2013,Arizona,Gila,GLOBE CITY OF,AZ0404008,7457,4.73,Less than or Equal to MCL
2013,Arizona,Gila,H A V PROPERTIES LLC,AZ0404356,35,3.5,Less than or Equal to MCL
2013,Arizona,Gila,HOLIDAY HILLS MHP,AZ0404342,430,1.5,Less than or Equal to MCL
2013,Arizona,Gila,JAKES CORNER WATER SYSTEM,AZ0404029,35,0.59,Less than or Equal to MCL
2013,Arizona,Gila,LAMPLIGHTER RV RESORT,AZ0404324,308,2.87,Less than or Equal to MCL
2013,Arizona,Gila,MOUNTAIN GATE ESTATES MHP,AZ0404314,400,2.97,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON TOWN OF,AZ0404032,17682,1.36,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - DEER CREEK,AZ0404064,372,0.67,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - EAST VERDE ESTATES,AZ0404026,423,7.02,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - FLOWING SPRINGS,AZ0404027,87,0.33,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - GERONIMO ESTATES,AZ0404028,252,1.66,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - GISELA,AZ0404346,480,1.2,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - MEADS RANCH,AZ0404015,207,0.05,Not Detected
2013,Arizona,Gila,PAYSON WATER - MESA DE CABALLO,AZ0404030,1215,1.9,Less than or Equal to MCL
2013,Arizona,Gila,PAYSON WATER - WHISPERING PINES,AZ0404039,453,0.3,Less than or Equal to MCL
2013,Arizona,Gila,PINE CREEK CANYON DWID,AZ0404044,160,0.75,Less than or Equal to MCL
2013,Arizona,Gila,PINE STRAWBERRY DWID,AZ0404034,8000,0.3,Less than or Equal to MCL
2013,Arizona,Gila,PINE WATER ASSOCIATION DWID,AZ0404016,400,0.09,Not Detected
2013,Arizona,Gila,PONDEROSA GLEN MHP,AZ0404141,190,4.5,Less than or Equal to MCL
2013,Arizona,Gila,QUAIL RUN WATER SYSTEM,AZ0404341,300,0.68,Less than or Equal to MCL
2013,Arizona,Gila,RIM TRAIL DWID,AZ0404035,200,0.1,Not Detected
2013,Arizona,Gila,ROOSEVELT RESORT LLC,AZ0404200,139,0.03,Not Detected
2013,Arizona,Gila,SOLITUDE TRAILS DWID,AZ0404233,90,0.1,Not Detected
2013,Arizona,Gila,STAR VALE LEISURE LIVING,AZ0404104,241,0.32,Less than or Equal to MCL
2013,Arizona,Gila,STAR VALLEY MOTEL AND MOBILE HOME PARK,AZ0404073,90,8,Less than or Equal to MCL
2013,Arizona,Gila,STRAWBERRY HOLLOW DWID,AZ0404090,48,0.08,Not Detected
2013,Arizona,Gila,TONTO BASIN WATER - LR GARDENS EAST,AZ0404022,144,0.26,Less than or Equal to MCL
2013,Arizona,Gila,TONTO BASIN WATER - LR GARDENS WEST,AZ0404047,1089,0.23,Less than or Equal to MCL
2013,Arizona,Gila,TONTO BASIN WATER - NORTH BAY ESTATES,AZ0404049,183,0.26,Less than or Equal to MCL
2013,Arizona,Gila,TONTO BASIN WATER ROOSEVELT LAKE ESTATES,AZ0404036,591,0.56,Less than or Equal to MCL
2013,Arizona,Gila,TONTO CREEK WATER COMPANY,AZ0404021,240,0.05,Not Detected
2013,Arizona,Gila,TONTO VILLAGE WATER COMPANY,AZ0404023,185,0.17,Less than or Equal to MCL
2013,Arizona,Gila,TOWN OF STAR VALLEY WATER DEPARTMENT,AZ0404037,1107,0.39,Less than or Equal to MCL
2013,Arizona,Gila,TWIN LAKES MOBILE HOME PARK,AZ0404318,75,0.41,Less than or Equal to MCL
2013,Arizona,Graham,ADOC ASPC FORT GRANT,AZ0405303,800,0.4,Less than or Equal to MCL
2013,Arizona,Graham,ASH CREEK WATER COMPANY,AZ0405007,300,0.03,Not Detected
2013,Arizona,Graham,GRAHAM COUNTY UTILITIES - PIMA,AZ0405002,2840,0.05,Not Detected
2013,Arizona,Graham,GRAHAM COUNTY UTILITIES-FORT THOMAS,AZ0405001,283,0.89,Less than or Equal to MCL
2013,Arizona,Graham,SAFFORD CITY OF,AZ0405005,18900,2.09,Less than or Equal to MCL
2013,Arizona,Graham,USDJ FBP FED CORR INST SAFFORD,AZ0405306,1210,0.03,Not Detected
2013,Arizona,Greenlee,DUNCAN TOWN OF,AZ0406001,365,3.1,Less than or Equal to MCL
2013,Arizona,Greenlee,HUNTER WATER - TOWN OF DUNCAN,AZ0406009,116,0.67,Less than or Equal to MCL
2013,Arizona,Greenlee,LOMA LINDA WATER COMPANY,AZ0406005,328,1.2,Less than or Equal to MCL
2013,Arizona,Greenlee,MORENCI WATER ELEC CO CLIFTON,AZ0406002,1658,0.05,Not Detected
2013,Arizona,Greenlee,MORENCI WATER ELEC CO MAIN,AZ0406003,4153,0.05,Not Detected
2013,Arizona,Greenlee,VERDE LEE WATER COMPANY,AZ0406004,450,1.8,Less than or Equal to MCL
2013,Arizona,La Paz,BOUSE DWID,AZ0415038,142,2.8,Less than or Equal to MCL
2013,Arizona,La Paz,CIBOLA MUTUAL WATER COMPANY,AZ0415123,162,0.26,Less than or Equal to MCL
2013,Arizona,La Paz,CIENEGA WATER COMPANY INC,AZ0415002,108,1.17,Less than or Equal to MCL
2013,Arizona,La Paz,EHRENBERG IMPROVEMENT DISTRICT,AZ0415497,1200,0.25,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - HOLIDAY HARBOR,AZ0415058,565,0.27,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - LAKESIDE,AZ0415010,1995,0.27,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - MARINA VILLAGE,AZ0415011,560,0.28,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - MOOVALYA KEYS,AZ0415006,1395,0.26,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - PARKER DAM,AZ0415027,490,0.27,Less than or Equal to MCL
2013,Arizona,La Paz,EPCOR - RIO LINDO,AZ0415040,78,0.27,Less than or Equal to MCL
2013,Arizona,La Paz,HARRISBURG UTILITY COMPANY,AZ0415029,1530,2.98,Less than or Equal to MCL
2013,Arizona,La Paz,HILLCREST WATER COMPANY,AZ0415026,150,4.3,Less than or Equal to MCL
2013,Arizona,La Paz,PARKER TOWN OF,AZ0415013,3087,3.37,Less than or Equal to MCL
2013,Arizona,La Paz,Q MOUNTAIN WATER COMPANY,AZ0415096,1125,2.03,Less than or Equal to MCL
2013,Arizona,La Paz,QUARTZSITE TOWN OF,AZ0415346,2373,0.3,Less than or Equal to MCL
2013,Arizona,La Paz,SALOME WATER COMPANY,AZ0415021,350,4.3,Less than or Equal to MCL
2013,Arizona,La Paz,WENDEN DWID,AZ0415023,600,3.45,Less than or Equal to MCL
2013,Arizona,Maricopa,67 AVE PROPERTY OWNERS ASSOCIATION,AZ0407280,40,1.2,Less than or Equal to MCL
2013,Arizona,Maricopa,ADAMAN MUTUAL WATER COMPANY,AZ0407001,700,5.75,Less than or Equal to MCL
2013,Arizona,Maricopa,ADJC ADOBE MOUNTAIN SCHOOL,AZ0407307,500,4.5,Less than or Equal to MCL
2013,Arizona,Maricopa,AGUILA WATER SERVICE,AZ0407003,962,1.9,Less than or Equal to MCL
2013,Arizona,Maricopa,ALMA RANCHETTES,AZ0407286,100,10.5,Greater than MCL
2013,Arizona,Maricopa,ARIZONA DAIRY COMPANY LLP,AZ0407701,100,6.78,Less than or Equal to MCL
2013,Arizona,Maricopa,ARIZONA WATER CO - WHITE TANKS,AZ0407128,7986,5.21,Less than or Equal to MCL
2013,Arizona,Maricopa,AVONDALE CITY OF,AZ0407088,83001,5.38,Less than or Equal to MCL
2013,Arizona,Maricopa,BEARDSLEY WATER COMPANY 1,AZ0407007,461,1.08,Less than or Equal to MCL
2013,Arizona,Maricopa,BELMONT MOUNTAIN DAIRY,AZ0407736,72,6.88,Less than or Equal to MCL
2013,Arizona,Maricopa,BERNEIL WATER COMPANY,AZ0407008,1315,4.15,Less than or Equal to MCL
2013,Arizona,Maricopa,BROOKE WATER LLC - CIRCLE CITY WC,AZ0407112,455,1.3,Less than or Equal to MCL
2013,Arizona,Maricopa,BUCKEYE ACRES MHP,AZ0407392,71,1.9,Less than or Equal to MCL
2013,Arizona,Maricopa,BUCKEYE CITY OF,AZ0407089,4035,6.39,Less than or Equal to MCL
2013,Arizona,Maricopa,CABALLEROS WATER COMPANY,AZ0407012,100,3.55,Less than or Equal to MCL
2013,Arizona,Maricopa,CAREFREE WATER COMPANY,AZ0407015,3420,4.05,Less than or Equal to MCL
2013,Arizona,Maricopa,CAVE CREEK WATER,AZ0407016,6815,0.26,Less than or Equal to MCL
2013,Arizona,Maricopa,CHANDLER CITY OF,AZ0407090,247328,3.22,Less than or Equal to MCL
2013,Arizona,Maricopa,CHANDLER HEIGHTS CITRUS IRRIGATION DIST,AZ0407409,3020,7.2,Less than or Equal to MCL
2013,Arizona,Maricopa,CHAPARRAL WATER COMPANY,AZ0407064,813,0.64,Less than or Equal to MCL
2013,Arizona,Maricopa,CITY OF BUCKEYE - VALENCIA TOWN DIVISION,AZ0407078,15309,6.31,Less than or Equal to MCL
2013,Arizona,Maricopa,CITY OF BUCKEYE SONORA - SUNDANCE,AZ0407154,15783,3.4,Less than or Equal to MCL
2013,Arizona,Maricopa,CITY OF BUCKEYE TARTESSO WATER SYSTEM,AZ0407526,2943,1.4,Less than or Equal to MCL
2013,Arizona,Maricopa,CLEARWATER UTILITY COMPANY INC,AZ0407019,2130,5.73,Less than or Equal to MCL
2013,Arizona,Maricopa,COUNTRY CLUB ACRES WATER INC,AZ0407021,431,9.4,Less than or Equal to MCL
2013,Arizona,Maricopa,COUNTRY HOME MHP,AZ0407343,300,11.8,Greater than MCL
2013,Arizona,Maricopa,DESERT HILLS WATER,AZ0407026,4415,1.84,Less than or Equal to MCL
2013,Arizona,Maricopa,DESERT OASIS,AZ0407523,3275,0.64,Less than or Equal to MCL
2013,Arizona,Maricopa,EL MIRAGE CITY OF,AZ0407091,36905,2.75,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - AGUA FRIA,AZ0407695,52400,1.44,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - ANTHEM,AZ0407504,25302,0.27,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - CHAPARRAL CITY,AZ0407017,26026,1.6,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - NORTH EAST AGUA FRIA,AZ0407531,10087,1.6,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - PARADISE VALLEY/SCOTTSDALE,AZ0407056,11600,4.4,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - SUN CITY,AZ0407099,38016,5.01,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - SUN CITY WEST,AZ0407150,25362,4.06,Less than or Equal to MCL
2013,Arizona,Maricopa,EPCOR - TIERRA DEL RIO,AZ0407532,3962,0.59,Less than or Equal to MCL
2013,Arizona,Maricopa,FEDERAL CORRECTION INSTITUTION,AZ0407700,1500,1.83,Less than or Equal to MCL
2013,Arizona,Maricopa,FESTIVAL RANCH,AZ0407765,5123,3.2,Less than or Equal to MCL
2013,Arizona,Maricopa,G LAZY B MOBILE HOME PARK,AZ0407493,25,1.6,Less than or Equal to MCL
2013,Arizona,Maricopa,GERMANN WATER,AZ0407296,35,9.06,Less than or Equal to MCL
2013,Arizona,Maricopa,GILA BEND TOWN OF,AZ0407069,1922,2.6,Less than or Equal to MCL
2013,Arizona,Maricopa,GILBERT RIGG WELL COOP,AZ0407903,95,1.55,Less than or Equal to MCL
2013,Arizona,Maricopa,GILBERT TOWN OF,AZ0407092,247600,2.99,Less than or Equal to MCL
2013,Arizona,Maricopa,GLENDALE CITY OF,AZ0407093,234766,3.65,Less than or Equal to MCL
2013,Arizona,Maricopa,GOODYEAR WATER DEPARTMENT,AZ0407094,49619,6.47,Less than or Equal to MCL
2013,Arizona,Maricopa,GRANDVIEW WATER COMPANY,AZ0407039,50,7.41,Less than or Equal to MCL
2013,Arizona,Maricopa,GREENFIELD RANCHETTES,AZ0407492,53,2.3,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - EAGLETAIL WATER CO. INC.,AZ0407032,195,3.6,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - GTWC - DIXIE WATER CO. INC.,AZ0407030,115,7.9,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - GTWC - GARDEN CITY WATER CO. INC.,AZ0407037,54,3.5,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - GTWC - ROSEVIEW WATER CO. INC.,AZ0407082,64,6.1,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - GTWC - SUNSHINE WATER CO. INC.,AZ0407071,450,3.6,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - GTWC - WPE 6 WATER CO. INC.,AZ0407733,79,0.42,Less than or Equal to MCL
2013,Arizona,Maricopa,GWR - NORTHERN SCOTTSDALE WATER CO. INC.,AZ0407179,235,2.3,Less than or Equal to MCL
2013,Arizona,Maricopa,HACIENDA DEL SOL MHP,AZ0407366,300,3.75,Less than or Equal to MCL
2013,Arizona,Maricopa,HOPEVILLE WATER SYSTEM,AZ0407633,125,10.15,Greater than MCL
2013,Arizona,Maricopa,LAKESIDE SKI VILLAGE,AZ0407172,60,1.8,Less than or Equal to MCL
2013,Arizona,Maricopa,LIBERTY WATER LPSCO,AZ0407046,45298,6.34,Less than or Equal to MCL
2013,Arizona,Maricopa,MESA CITY OF,AZ0407095,466000,1.97,Less than or Equal to MCL
2013,Arizona,Maricopa,MICHIGAN TRAILER PARK,AZ0407621,400,6.55,Less than or Equal to MCL
2013,Arizona,Maricopa,MOBILE GARDENS DWID,AZ0407086,300,0.71,Less than or Equal to MCL
2013,Arizona,Maricopa,MORRISTOWN WATER COMPANY,AZ0407111,120,2.15,Less than or Equal to MCL
2013,Arizona,Maricopa,OLIVE AVENUE HOA,AZ0407484,25,8.9,Less than or Equal to MCL
2013,Arizona,Maricopa,ORANGEWOOD MOBILE HOME PARK,AZ0407682,500,6.5,Less than or Equal to MCL
2013,Arizona,Maricopa,PALOMA RANCH,AZ0407411,112,0.54,Less than or Equal to MCL
2013,Arizona,Maricopa,PATTON PLACE ESTATES,AZ0407517,419,0.78,Less than or Equal to MCL
2013,Arizona,Maricopa,PEAK VIEW RANCH,AZ0407528,232,0.68,Less than or Equal to MCL
2013,Arizona,Maricopa,PEEKABOO WATER COOP,AZ0407671,100,1.05,Less than or Equal to MCL
2013,Arizona,Maricopa,PEORIA CITY OF,AZ0407096,135975,3.56,Less than or Equal to MCL
2013,Arizona,Maricopa,PHOENIX CITY OF,AZ0407025,1527000,2.42,Less than or Equal to MCL
2013,Arizona,Maricopa,PIMA UTILITIES,AZ0407120,20000,3.74,Less than or Equal to MCL
2013,Arizona,Maricopa,PIONEER RV RESORT,AZ0407624,583,3.35,Less than or Equal to MCL
2013,Arizona,Maricopa,QUEEN CREEK TOWN OF,AZ0407033,74842,5.16,Less than or Equal to MCL
2013,Arizona,Maricopa,QUINTERO AREA WATER SYSTEM,AZ0407513,34,0.24,Less than or Equal to MCL
2013,Arizona,Maricopa,RANCHO WELLS INC,AZ0407482,48,0.91,Less than or Equal to MCL
2013,Arizona,Maricopa,RIO VERDE UTILITIES,AZ0407121,3024,0.6,Less than or Equal to MCL
2013,Arizona,Maricopa,ROSE VALLEY WATER COMPANY,AZ0407065,6202,1.1,Less than or Equal to MCL
2013,Arizona,Maricopa,SAGUARO ACRES CFD,AZ0407670,175,1.6,Less than or Equal to MCL
2013,Arizona,Maricopa,SAGUARO VIEW MGMT COMPANY,AZ0407169,365,2.05,Less than or Equal to MCL
2013,Arizona,Maricopa,SCOTTSDALE CITY OF,AZ0407098,230000,1.28,Less than or Equal to MCL
2013,Arizona,Maricopa,SHANGRI LA RANCH,AZ0407660,345,0.97,Less than or Equal to MCL
2013,Arizona,Maricopa,SONTEL TRUST WATER COOP,AZ0407900,80,5,Less than or Equal to MCL
