Year,State,Poverty,Cases,Annual_income,Demograph,COPD
2008,Hawaii,9.3,8965.707259953162,66701,1332213,28995.966101694914
2008,Idaho,12.5,8965.707259953162,47561,1534320,28995.966101694914
2008,Illinois,12.2,8965.707259953162,56230,12747038,28995.966101694914
2008,Indiana,12.9,8965.707259953162,48010,6424806,28995.966101694914
2008,Iowa,11.4,2206.0,49007,3016734,23443.0
2008,Kansas,11.3,2922.0,50174,2808076,28995.966101694914
2008,Kentucky,17.3,6863.0,41489,4289878,40215.0
2008,Louisiana,17.6,5769.0,43635,4435586,28995.966101694914
2008,Maine,12.6,1080.0,46419,1330509,13369.0
2008,Maryland,8.2,9941.0,70482,5684965,28995.966101694914
2008,Massachusetts,10.1,10311.0,65304,6468967,33191.0
2008,Michigan,14.4,16429.0,48606,9946889,28995.966101694914
2008,Minnesota,9.6,4177.0,57318,5247018,16857.0
2008,Mississippi,20.8,8965.707259953162,37818,2947806,28995.966101694914
2008,Missouri,13.5,8242.0,46847,5923916,40405.0
2008,Montana,14.1,8965.707259953162,43948,976415,28995.966101694914
2008,Nebraska,10.8,8965.707259953162,49731,1796378,28995.966101694914
2008,Nevada,11.2,8965.707259953162,56432,2653630,28995.966101694914
2008,New Hampshire,7.8,1123.0,63235,1315906,9906.0
2008,New Jersey,8.7,15230.0,70347,8711090,19788.0
2008,New Mexico,17.0,2126.0,43719,2010662,28995.966101694914
2008,New York,13.7,39360.0,55980,19212436,69656.0
2008,North Carolina,14.6,10703.0,46574,9309449,28995.966101694914
2008,North Dakota,11.5,8965.707259953162,45996,657569,28995.966101694914
2008,Ohio,13.3,8965.707259953162,48011,11515391,28995.966101694914
2008,Oklahoma,15.7,8965.707259953162,42836,3668976,28995.966101694914
2008,Oregon,13.5,2376.0,50165,3768748,28995.966101694914
2008,Pennsylvania,12.1,23878.0,50702,12612285,28995.966101694914
2008,Rhode Island,12.1,1591.0,54562,1055003,6000.0
2008,South Carolina,15.7,6075.0,44695,4528996,24709.0
2008,South Dakota,12.7,8965.707259953162,46244,799124,28995.966101694914
2008,Tennessee,15.5,8116.0,43610,6247411,28995.966101694914
2008,Texas,15.8,8965.707259953162,50049,24309039,28995.966101694914
2008,Utah,9.7,1404.0,56820,2663029,5951.0
2008,Vermont,10.4,360.0,52111,624151,3700.0
2008,Virginia,10.2,8965.707259953162,61210,7833496,28995.966101694914
2008,Washington,11.3,4669.0,58081,6562231,28995.966101694914
2008,West Virginia,17.4,2746.0,37528,1840310,28995.966101694914
2008,Wisconsin,10.5,5379.0,52103,5640996,20579.0
2008,Wyoming,9.5,8965.707259953162,54735,546043,28995.966101694914
2009,Alabama,17.5,8965.707259953162,40547,4757938,28995.966101694914
2009,Alaska,9.1,8965.707259953162,66712,698895,28995.966101694914
2009,Arizona,16.5,8265.0,48711,6343154,15265.0
2009,Arkansas,18.5,8965.707259953162,37888,2896843,28995.966101694914
2009,California,14.2,36434.0,58925,36961229,119468.0
2009,Colorado,12.6,4795.0,55735,4972195,28995.966101694914
2009,Connecticut,9.3,5334.0,66906,3561807,11429.0
2009,Delaware,11.2,8965.707259953162,56985,891730,28995.966101694914
2009,District of Columbia,17.6,8965.707259953162,58906,592228,28995.966101694914
2009,Florida,15.0,29778.0,44755,18652644,103104.0
2009,Georgia,16.6,8965.707259953162,47469,9620846,28995.966101694914
2009,Hawaii,10.4,8965.707259953162,63741,1346717,28995.966101694914
2009,Idaho,14.4,8965.707259953162,44644,1554439,28995.966101694914
2009,Illinois,13.3,8965.707259953162,53974,12796778,28995.966101694914
2009,Indiana,14.4,8965.707259953162,45427,6459325,28995.966101694914
2009,Iowa,11.8,2223.0,48065,3032870,24287.0
2009,Kansas,13.2,2867.0,47709,2832704,9113.0
2009,Kentucky,18.4,7492.0,40061,4317074,43422.0
2009,Louisiana,17.6,6500.0,42460,4491648,28995.966101694914
2009,Maine,12.6,1167.0,45708,1329590,13264.0
2009,Maryland,9.2,10675.0,69193,5730388,28995.966101694914
2009,Massachusetts,10.3,10577.0,64057,6517613,33996.0
2009,Michigan,16.1,16828.0,45254,9901591,28995.966101694914
2009,Minnesota,10.9,4130.0,55621,5281203,16046.0
2009,Mississippi,21.8,8965.707259953162,36764,2958774,28995.966101694914
2009,Missouri,14.6,8082.0,45149,5961088,36577.0
2009,Montana,15.0,8965.707259953162,42222,983982,28995.966101694914
2009,Nebraska,12.2,8965.707259953162,47470,1812683,28995.966101694914
2009,Nevada,12.4,8965.707259953162,53310,2684665,28995.966101694914
2009,New Hampshire,8.6,1098.0,60734,1316102,7281.0
2009,New Jersey,9.4,16608.0,68444,8755602,19543.0
2009,New Mexico,18.2,2058.0,42830,2036802,28995.966101694914
2009,New York,14.2,42211.0,54554,19307066,72428.0
2009,North Carolina,16.2,11007.0,43754,9449566,28995.966101694914
2009,North Dakota,11.7,8965.707259953162,47898,664968,28995.966101694914
2009,Ohio,15.1,8965.707259953162,45467,11528896,28995.966101694914
2009,Oklahoma,16.1,8965.707259953162,41716,3717572,28995.966101694914
2009,Oregon,14.3,2500.0,48325,3808600,28995.966101694914
2009,Pennsylvania,12.5,24408.0,49501,12666858,28995.966101694914
2009,Rhode Island,12.0,1750.0,53243,1053646,6451.0
2009,South Carolina,17.1,6308.0,42580,4589872,26070.0
2009,South Dakota,14.2,8965.707259953162,45048,807067,28995.966101694914
2009,Tennessee,17.2,8017.0,41715,6306019,28995.966101694914
2009,Texas,17.1,8965.707259953162,48286,24801761,28995.966101694914
2009,Utah,11.7,1649.0,55183,2723421,5612.0
2009,Vermont,11.5,419.0,51219,624817,3812.0
2009,Virginia,10.6,8965.707259953162,59372,7925937,28995.966101694914
2009,Washington,12.3,5058.0,56479,6667426,28995.966101694914
2009,West Virginia,17.8,2776.0,37423,1847775,28995.966101694914
2009,Wisconsin,12.4,5417.0,49994,5669264,19761.0
2009,Wyoming,10.2,8965.707259953162,54400,559851,28995.966101694914
2010,Alabama,18.9,8965.707259953162,40538,4785514,28995.966101694914
2010,Alaska,11.0,8965.707259953162,63456,713982,28995.966101694914
2010,Arizona,17.6,8050.0,46787,6407342,15807.0
2010,Arkansas,18.7,8965.707259953162,38413,2921998,28995.966101694914
2010,California,15.8,34838.0,57664,37319550,116121.0
2010,Colorado,13.2,4313.0,54411,5047539,28995.966101694914
2010,Connecticut,10.1,4616.0,64321,3579173,11056.0
2010,Delaware,11.9,8965.707259953162,56172,899647,28995.966101694914
2010,District of Columbia,18.8,8965.707259953162,60729,605282,28995.966101694914
2010,Florida,16.5,30112.0,44390,18846143,104339.0
2010,Georgia,18.0,8965.707259953162,46252,9712209,28995.966101694914
2010,Hawaii,11.1,8965.707259953162,62774,1364004,28995.966101694914
2010,Idaho,15.8,8965.707259953162,43259,1570819,28995.966101694914
2010,Illinois,13.8,8965.707259953162,52967,12840545,28995.966101694914
2010,Indiana,15.3,8965.707259953162,44616,6490555,28995.966101694914
2010,Iowa,12.5,2183.0,48031,3050819,24676.0
2010,Kansas,13.5,2571.0,47888,2858266,9530.0
2010,Kentucky,18.9,6584.0,40089,4348464,43992.0
2010,Louisiana,18.8,5746.0,42510,4544635,26842.0
2010,Maine,13.1,966.0,45882,1327651,12924.0
2010,Maryland,9.9,9507.0,68933,5788784,28995.966101694914
2010,Massachusetts,11.4,10133.0,62133,6566440,32047.0
2010,Michigan,16.7,15427.0,45354,9877597,28995.966101694914
2010,Minnesota,11.5,3660.0,55422,5310934,15458.0
2010,Mississippi,22.4,8965.707259953162,36992,2970615,28995.966101694914
2010,Missouri,15.3,8021.0,44306,5996089,35498.0
2010,Montana,15.2,8965.707259953162,42303,990730,28995.966101694914
2010,Nebraska,12.6,8965.707259953162,48415,1829591,28995.966101694914
2010,Nevada,14.8,8965.707259953162,50987,2702483,28995.966101694914
2010,New Hampshire,8.6,956.0,60917,1316807,28995.966101694914
2010,New Jersey,10.2,15075.0,67719,8799451,16453.0
2010,New Mexico,19.8,1792.0,42186,2064614,4668.0
2010,New York,15.0,37635.0,54047,19399956,70119.0
2010,North Carolina,17.4,10464.0,43417,9574586,28995.966101694914
2010,North Dakota,12.5,8965.707259953162,48878,674752,28995.966101694914
2010,Ohio,15.8,8965.707259953162,45151,11539449,28995.966101694914
2010,Oklahoma,16.8,8965.707259953162,42076,3760014,28995.966101694914
2010,Oregon,15.8,2291.0,46536,3837614,28995.966101694914
2010,Pennsylvania,13.4,21057.0,49245,12711406,28995.966101694914
2010,Rhode Island,14.1,1560.0,52053,1053994,5681.0
2010,South Carolina,18.1,5897.0,42117,4635846,25363.0
2010,South Dakota,14.6,8965.707259953162,45861,816193,28995.966101694914
2010,Tennessee,17.8,7212.0,41461,6355518,28995.966101694914
2010,Texas,17.9,8965.707259953162,48622,25241897,28995.966101694914
2010,Utah,13.3,1470.0,54740,2775413,5097.0
2010,Vermont,12.4,333.0,49393,625886,3687.0
2010,Virginia,11.1,8827.0,60665,8024004,28995.966101694914
2010,Washington,13.5,4793.0,55584,6743009,28995.966101694914
2010,West Virginia,18.2,2682.0,38241,1854265,28995.966101694914
2010,Wisconsin,13.2,4943.0,48974,5690538,20144.0
2010,Wyoming,11.4,8965.707259953162,53757,564531,28995.966101694914
2011,Alabama,19.1,8965.707259953162,41427,4799642,28995.966101694914
2011,Alaska,10.8,8965.707259953162,65699,722349,28995.966101694914
2011,Arizona,19.0,7570.0,46710,6473416,18239.0
2011,Arkansas,19.3,8965.707259953162,38889,2941038,28995.966101694914
2011,California,16.6,32949.0,57275,37636311,122708.0
2011,Colorado,13.4,4199.0,55530,5121900,28995.966101694914
2011,Connecticut,10.8,4452.0,65822,3588632,12220.0
2011,Delaware,12.6,8965.707259953162,58159,907590,28995.966101694914
2011,District of Columbia,19.1,8965.707259953162,62087,620290,28995.966101694914
2011,Florida,17.0,28544.0,44250,19055607,110160.0
2011,Georgia,19.2,8965.707259953162,45886,9803630,28995.966101694914
2011,Hawaii,12.1,8965.707259953162,62071,1379562,28995.966101694914
2011,Idaho,16.5,8965.707259953162,43345,1584272,28995.966101694914
2011,Illinois,14.9,8965.707259953162,53271,12867783,28995.966101694914
2011,Indiana,15.8,8965.707259953162,46410,6517250,28995.966101694914
2011,Iowa,12.7,2000.0,49545,3066772,24254.0
2011,Kansas,13.8,2325.0,48844,2869677,10205.0
2011,Kentucky,19.1,6335.0,41141,4370817,49453.0
2011,Louisiana,20.5,5811.0,41804,4576244,29177.0
2011,Maine,14.2,920.0,46160,1328473,14763.0
2011,Maryland,10.2,8974.0,70075,5840241,28995.966101694914
2011,Massachusetts,11.6,9928.0,63126,6614218,34243.0
2011,Michigan,17.5,14488.0,45931,9883053,28995.966101694914
2011,Minnesota,11.8,3513.0,56944,5346620,17630.0
2011,Mississippi,22.8,8965.707259953162,36963,2979147,28995.966101694914
2011,Missouri,15.8,7466.0,45231,6011182,38685.0
2011,Montana,15.2,8965.707259953162,44011,997518,28995.966101694914
2011,Nebraska,12.9,8965.707259953162,50281,1840914,28995.966101694914
2011,Nevada,15.8,8965.707259953162,49099,2713114,28995.966101694914
2011,New Hampshire,9.0,988.0,62436,1320444,28995.966101694914
2011,New Jersey,10.4,14938.0,67574,8828552,18983.0
2011,New Mexico,20.9,1808.0,42097,2080707,5375.0
2011,New York,16.1,36910.0,55147,19499921,75487.0
2011,North Carolina,17.8,8965.707259953162,44028,9658913,28995.966101694914
2011,North Dakota,12.0,8965.707259953162,52135,685526,28995.966101694914
2011,Ohio,16.3,8965.707259953162,45803,11545735,28995.966101694914
2011,Oklahoma,17.3,8965.707259953162,43232,3788824,28995.966101694914
2011,Oregon,17.3,1955.0,46876,3872672,28995.966101694914
2011,Pennsylvania,13.7,21441.0,50221,12747052,28995.966101694914
2011,Rhode Island,14.7,1437.0,53152,1053829,5932.0
2011,South Carolina,18.8,5745.0,42477,4672655,26390.0
2011,South Dakota,14.1,8965.707259953162,48188,823740,28995.966101694914
2011,Tennessee,18.4,7063.0,41691,6400298,28995.966101694914
2011,Texas,18.5,8965.707259953162,49390,25645504,28995.966101694914
2011,Utah,13.6,1585.0,55802,2814797,5440.0
2011,Vermont,11.9,345.0,52033,627197,3947.0
2011,Virginia,11.6,8943.0,61877,8102437,28995.966101694914
2011,Washington,13.9,4356.0,56811,6827479,28995.966101694914
2011,West Virginia,18.7,2786.0,38587,1856606,28995.966101694914
2011,Wisconsin,13.1,4750.0,50401,5705840,21217.0
2011,Wyoming,11.3,8965.707259953162,56044,567491,28995.966101694914
2012,Alabama,19.0,8965.707259953162,41610,4816632,28995.966101694914
2012,Alaska,10.8,8965.707259953162,66503,730810,28995.966101694914
2012,Arizona,18.7,7301.0,47796,6556344,19032.0
2012,Arkansas,19.6,8965.707259953162,40151,2952876,28995.966101694914
2012,California,17.0,32305.0,58322,37944551,119660.0
2012,Colorado,13.6,3807.0,56880,5193660,28995.966101694914
2012,Connecticut,10.6,4578.0,67275,3595211,13440.0
2012,Delaware,12.7,8965.707259953162,58326,915518,28995.966101694914
2012,District of Columbia,18.8,8965.707259953162,65231,635737,28995.966101694914
2012,Florida,17.2,28338.0,45006,19302016,119057.0
2012,Georgia,19.2,8965.707259953162,47125,9903580,28995.966101694914
2012,Hawaii,11.8,8965.707259953162,66086,1395199,28995.966101694914
2012,Idaho,16.0,8965.707259953162,45296,1595910,28995.966101694914
2012,Illinois,14.7,8965.707259953162,55126,12883029,28995.966101694914
2012,Indiana,15.5,8965.707259953162,46954,6538989,28995.966101694914
2012,Iowa,12.7,2057.0,50997,3076844,20402.0
2012,Kansas,14.0,2498.0,50140,2886024,12025.0
2012,Kentucky,19.3,5874.0,41717,4387865,49830.0
2012,Louisiana,20.1,5268.0,42998,4602067,32052.0
2012,Maine,14.4,950.0,46856,1328094,14397.0
2012,Maryland,10.4,8488.0,71169,5888375,28995.966101694914
2012,Massachusetts,11.9,8852.0,65378,6664269,34073.0
2012,Michigan,17.4,13613.0,46793,9898289,28995.966101694914
2012,Minnesota,11.4,3754.0,58828,5377500,17656.0
2012,Mississippi,23.8,8965.707259953162,37179,2984599,28995.966101694914
2012,Missouri,16.2,7240.0,45320,6026027,40622.0
2012,Montana,15.6,8965.707259953162,45030,1004168,28995.966101694914
2012,Nebraska,12.8,8965.707259953162,50766,1853691,28995.966101694914
2012,Nevada,16.2,8965.707259953162,49909,2744670,28995.966101694914
2012,New Hampshire,9.7,953.0,63157,1324677,9488.0
2012,New Jersey,10.7,14918.0,69705,8845671,20692.0
2012,New Mexico,20.6,1812.0,42828,2087715,5745.0
2012,New York,15.9,36592.0,56357,19574362,79555.0
2012,North Carolina,18.0,8965.707259953162,45195,9751810,28995.966101694914
2012,North Dakota,11.2,8965.707259953162,54579,702227,28995.966101694914
2012,Ohio,16.2,8965.707259953162,46873,11550971,28995.966101694914
2012,Oklahoma,17.2,8965.707259953162,44336,3819320,28995.966101694914
2012,Oregon,17.0,1934.0,49090,3900102,28995.966101694914
2012,Pennsylvania,13.7,19718.0,51225,12769123,28995.966101694914
2012,Rhode Island,14.2,1272.0,54002,1054893,5989.0
2012,South Carolina,18.3,5608.0,43290,4719027,28318.0
2012,South Dakota,13.6,8965.707259953162,48439,833859,28995.966101694914
2012,Tennessee,18.0,6341.0,42743,6455752,51686.0
2012,Texas,17.9,8965.707259953162,50747,26084120,28995.966101694914
2012,Utah,13.0,1740.0,57067,2854146,5815.0
2012,Vermont,11.9,312.0,52700,626361,3910.0
2012,Virginia,11.8,8705.0,61782,8187456,28995.966101694914
2012,Washington,13.6,4386.0,57574,6898599,28995.966101694914
2012,West Virginia,18.0,2451.0,40188,1857446,28995.966101694914
2012,Wisconsin,13.2,5138.0,51063,5720825,20721.0
2012,Wyoming,11.9,8965.707259953162,55104,576656,28995.966101694914
2013,Alabama,18.9,8965.707259953162,42882,4831586,28995.966101694914
2013,Alaska,10.1,8965.707259953162,70058,737626,28995.966101694914
2013,Arizona,18.6,6027.0,48504,6634690,16641.0
2013,Arkansas,19.4,8965.707259953162,40605,2960459,28995.966101694914
2013,California,16.8,30657.0,60185,38253768,123885.0
2013,Colorado,12.9,3650.0,58942,5270774,14353.0
2013,Connecticut,10.7,4186.0,67262,3595792,13091.0
2013,Delaware,12.9,8965.707259953162,58244,924062,28995.966101694914
2013,District of Columbia,18.8,8965.707259953162,66326,651559,28995.966101694914
2013,Florida,17.1,28252.0,46021,19551678,117130.0
2013,Georgia,19.0,8965.707259953162,47765,9975592,28995.966101694914
2013,Hawaii,11.2,8965.707259953162,67798,1408822,28995.966101694914
2013,Idaho,15.6,8965.707259953162,46621,1612053,28995.966101694914
2013,Illinois,14.6,8965.707259953162,56212,12895778,28995.966101694914
2013,Indiana,15.8,8965.707259953162,47508,6570575,28995.966101694914
2013,Iowa,12.6,1822.0,52286,3093935,18013.0
2013,Kansas,13.9,2025.0,50892,2894306,12573.0
2013,Kentucky,18.8,4962.0,43307,4406906,48634.0
2013,Louisiana,20.0,4463.0,44234,4626040,33343.0
2013,Maine,14.0,802.0,47095,1328543,12582.0
2013,Maryland,10.2,7803.0,72482,5925197,28995.966101694914
2013,Massachusetts,11.9,7957.0,66794,6715158,32275.0
2013,Michigan,17.0,12663.0,48200,9914802,28995.966101694914
2013,Minnesota,11.2,3317.0,60664,5414722,17149.0
2013,Mississippi,23.9,8965.707259953162,38191,2989839,28995.966101694914
2013,Missouri,15.8,6513.0,46905,6042989,39846.0
2013,Montana,16.1,8965.707259953162,46893,1014158,28995.966101694914
2013,Nebraska,12.9,8965.707259953162,51502,1865813,28995.966101694914
2013,Nevada,15.8,8965.707259953162,51250,2776956,28995.966101694914
2013,New Hampshire,9.0,812.0,64064,1327272,8251.0
2013,New Jersey,11.4,14091.0,70224,8857821,20698.0
2013,New Mexico,21.4,1775.0,44026,2092833,6684.0
2013,New York,16.0,33819.0,57255,19626488,74989.0
2013,North Carolina,17.8,8965.707259953162,45946,9846717,28995.966101694914
2013,North Dakota,11.6,8965.707259953162,56800,723149,28995.966101694914
2013,Ohio,15.9,8965.707259953162,48138,11579692,28995.966101694914
2013,Oklahoma,16.7,8965.707259953162,45724,3853891,28995.966101694914
2013,Oregon,16.5,1913.0,50228,3924110,28995.966101694914
2013,Pennsylvania,13.7,18325.0,52005,12779538,28995.966101694914
2013,Rhode Island,14.7,1155.0,55015,1055560,5300.0
2013,South Carolina,18.5,5276.0,44310,4766469,28648.0
2013,South Dakota,14.0,8965.707259953162,49200,842751,28995.966101694914
2013,Tennessee,17.8,5871.0,44268,6496943,50388.0
2013,Texas,17.5,8965.707259953162,51714,26479646,28995.966101694914
2013,Utah,12.6,1529.0,59715,2898773,5850.0
2013,Vermont,12.3,358.0,52511,626603,3812.0
2013,Virginia,11.7,8230.0,62745,8255861,28995.966101694914
2013,Washington,14.1,3898.0,58431,6966252,28995.966101694914
2013,West Virginia,18.4,2078.0,41195,1854768,28995.966101694914
2013,Wisconsin,13.5,4992.0,51474,5738012,20150.0
2013,Wyoming,10.9,8965.707259953162,58424,582620,28995.966101694914
2014,Alabama,19.2,8965.707259953162,42917,4843737,28995.966101694914
2014,Alaska,11.4,8965.707259953162,70898,737075,28995.966101694914
2014,Arizona,18.2,5718.0,50036,6732873,17566.0
2014,Arkansas,18.7,8965.707259953162,41335,2968759,28995.966101694914
2014,California,16.4,29055.0,61927,38586706,123278.0
2014,Colorado,12.1,3979.0,61324,5352637,18770.0
2014,Connecticut,10.8,4295.0,70007,3595697,13088.0
2014,Delaware,13.0,8965.707259953162,59853,933131,28995.966101694914
2014,District of Columbia,18.4,8965.707259953162,69992,663603,28995.966101694914
2014,Florida,16.6,28014.0,47439,19853880,132779.0
2014,Georgia,18.4,8965.707259953162,49240,10071204,28995.966101694914
2014,Hawaii,11.5,8965.707259953162,69549,1415335,28995.966101694914
2014,Idaho,14.8,8965.707259953162,47572,1632248,28995.966101694914
2014,Illinois,14.3,8965.707259953162,57458,12885092,28995.966101694914
2014,Indiana,15.2,8965.707259953162,49384,6596019,28995.966101694914
2014,Iowa,12.3,1843.0,53816,3110643,20219.0
2014,Kansas,13.5,2067.0,52392,2901861,12437.0
2014,Kentucky,19.0,4815.0,42914,4416992,56242.0
2014,Louisiana,19.9,4289.0,44680,4645938,34513.0
2014,Maine,14.0,766.0,49381,1331217,12104.0
2014,Maryland,10.4,7190.0,73851,5960064,29578.0
2014,Massachusetts,11.7,8199.0,69200,6764864,31684.0
2014,Michigan,16.2,13107.0,49755,9932033,28995.966101694914
2014,Minnesota,11.4,3371.0,61473,5452665,18077.0
2014,Mississippi,21.9,8965.707259953162,39738,2991892,28995.966101694914
2014,Missouri,15.5,6939.0,48288,6059130,42404.0
2014,Montana,15.2,8965.707259953162,46608,1022657,28995.966101694914
2014,Nebraska,12.3,8965.707259953162,52803,1879955,28995.966101694914
2014,Nevada,15.4,8965.707259953162,51487,2818935,28995.966101694914
2014,New Hampshire,9.2,802.0,66469,1334257,7817.0
2014,New Jersey,11.1,13611.0,71968,8867277,21733.0
2014,New Mexico,20.6,1860.0,44905,2090236,6464.0
2014,New York,16.0,33506.0,58771,19653431,74854.0
2014,North Carolina,17.2,8965.707259953162,46596,9937295,201794.0
2014,North Dakota,11.1,8965.707259953162,60227,738736,28995.966101694914
2014,Ohio,15.8,8965.707259953162,49349,11606573,28995.966101694914
2014,Oklahoma,16.6,8965.707259953162,47524,3879187,28995.966101694914
2014,Oregon,16.4,2034.0,51088,3965447,28995.966101694914
2014,Pennsylvania,13.6,17417.0,53224,12792392,28995.966101694914
2014,Rhode Island,14.8,1348.0,54797,1056511,5038.0
2014,South Carolina,17.9,4676.0,45337,4826858,29166.0
2014,South Dakota,14.1,8965.707259953162,51059,849670,28995.966101694914
2014,Tennessee,18.2,5479.0,44357,6544617,53493.0
2014,Texas,17.2,8965.707259953162,53067,26963092,28995.966101694914
2014,Utah,11.8,1511.0,60943,2938327,5844.0
2014,Vermont,12.0,288.0,54153,625693,3648.0
2014,Virginia,11.8,7591.0,64923,8315430,28995.966101694914
2014,Washington,13.2,3792.0,61358,7057531,28995.966101694914
2014,West Virginia,18.3,1874.0,41030,1850569,28995.966101694914
2014,Wisconsin,13.2,5165.0,52632,5753199,21484.0
2014,Wyoming,11.2,8965.707259953162,58291,583159,28995.966101694914
