Year,State,Poverty,Cases,Annual_income,Demograph,CO,O3,PM2.5
2012,Pennsylvania,13.7,19718,51225,12769123,0.167705882,0.04825,9.973115578
2012,Rhode Island,14.2,1272,54002,1054893,0.2,0.049,6.686153846
2012,South Carolina,18.3,5608,43290,4719027,0.15,0.045173913,8.726666667
2012,Tennessee,18,6341,42743,6455752,0.3104,0.049616667,10.634375
2012,Utah,13,1740,57067,2854146,0.295833333,0.058992647,6.15443038
2012,Vermont,11.9,312,52700,626361,0.27,0.045625,5.74
2012,Virginia,11.8,8705,61782,8187456,0.27125,0.047740385,8
2012,Washington,13.6,4386,57574,6898599,0.285,0.03895,5.673515982
2012,West Virginia,18,2451,40188,1857446,0.366666667,0.049625,9.85625
2012,Wisconsin,13.2,5138,51063,5720825,0.1175,0.045344828,7.316763006
2013,Arizona,18.6,6027,48504,6634690,0.291416667,0.051206522,7.03974359
2013,California,16.8,30657,60185,38253768,0.262433333,0.043978836,8.639910714
2013,Colorado,12.9,3650,58942,5270774,0.319090909,0.055595238,5.623648649
2013,Connecticut,10.7,4186,67262,3595792,0.272857143,0.047541667,6.808333333
2013,Florida,17.1,28252,46021,19551678,0.17255,0.041587719,6.079487179
2013,Iowa,12.6,1822,52286,3093935,0.1925,0.04315,8.681481481
2013,Kansas,13.9,2025,50892,2894306,0.25,0.04915,8.138461538
2013,Kentucky,18.8,4962,43307,4406906,0.274333333,0.043033333,9.044370861
2013,Louisiana,20,4463,44234,4626040,0.19,0.038739583,7.746956522
2013,Maine,14,802,47095,1328543,0.215666667,0.041323529,6.582142857
2013,Maryland,10.2,7803,72482,5925197,0.18,0.0473375,7.872868217
2013,Massachusetts,11.9,7957,66794,6715158,0.244,0.044367647,6.875
2013,Michigan,17,12663,48200,9914802,0.225,0.045766667,7.592694064
2013,Minnesota,11.2,3317,60664,5414722,0.05,0.040955882,6.171568627
2013,Missouri,15.8,6513,46905,6042989,0.258833333,0.045978261,9.4859375
2013,New Hampshire,9,812,64064,1327272,0.226166667,0.0425625,6.114814815
2013,New Jersey,11.4,14091,70224,8857821,0.349,0.045294118,7.783333333
2013,New Mexico,21.4,1775,44026,2092833,0.19475,0.047653846,6.390666667
2013,New York,16,33819,57255,19626488,0.256857143,0.042414063,6.356521739
2013,Oregon,16.5,1913,50228,3924110,0.204,0.037975,6.190740741
2013,Pennsylvania,13.7,18325,52005,12779538,0.119833333,0.045681034,9.422779043
2013,Rhode Island,14.7,1155,55015,1055560,0.195,0.047166667,6.293103448
2013,South Carolina,18.5,5276,44310,4766469,0.1,0.040391304,8.078571429
2013,Tennessee,17.8,5871,44268,6496943,0.2341,0.044135417,8.894392523
2013,Utah,12.6,1529,59715,2898773,0.355,0.055308824,6.409836066
2013,Vermont,12.3,358,52511,626603,0.326666667,0.045,5.5
2013,Virginia,11.7,8230,62745,8255861,0.2525,0.04317,7.304545455
2013,Washington,14.1,3898,58431,6966252,0.302666667,0.037416667,6.637974684
2013,West Virginia,18.4,2078,41195,1854768,0.316666667,0.0439,8.93125
2013,Wisconsin,13.5,4992,51474,5738012,0.187,0.044282258,6.754166667
2014,Arizona,18.2,5718,50036,6732873,0.335631579,0.050423913,6.772429907
2014,California,16.4,29055,61927,38586706,0.259436709,0.045647368,8.600994575
2014,Colorado,12.1,3979,61324,5352637,0.2805,0.053077273,5.570987654
2014,Connecticut,10.8,4295,70007,3595697,0.234,0.046291667,8.597849462
2014,Florida,16.6,28014,47439,19853880,0.222041667,0.042826271,6.554032258
2014,Iowa,12.3,1843,53816,3110643,0.192333333,0.040441667,8.165384615
2014,Kansas,13.5,2067,52392,2901861,0.215,0.0478,8.195238095
2014,Kentucky,19,4815,42914,4416992,0.315125,0.044370968,9.607407407
2014,Louisiana,19.9,4289,44680,4645938,0.21,0.038010417,8.462608696
2014,Maine,14,766,49381,1331217,0.1945,0.040166667,6.116326531
2014,Maryland,10.4,7190,73851,5960064,0.188666667,0.0468125,8.029411765
2014,Massachusetts,11.7,8199,69200,6764864,0.243857143,0.043236842,5.998275862
2014,Michigan,16.2,13107,49755,9932033,0.24375,0.0447,8.01025641
2014,Minnesota,11.4,3371,61473,5452665,0.109785714,0.038147059,6.47398374
2014,Missouri,15.5,6939,48288,6059130,0.253,0.043684783,9.391735537
2014,New Hampshire,9.2,802,66469,1334257,0.18175,0.042125,5.761111111
2014,New Jersey,11.1,13611,71968,8867277,0.2975,0.044279412,7.869565217
2014,New Mexico,20.6,1860,44905,2090236,0.193,0.0453,5.842105263
2014,New York,16,33506,58771,19653431,0.242444444,0.041960937,6.588023952
2014,Oregon,16.4,2034,51088,3965447,0.2575,0.039295455,5.917431193
2014,Pennsylvania,13.6,17417,53224,12792392,0.206555556,0.045026786,9.490804598
2014,Rhode Island,14.8,1348,54797,1056511,0.385,0.046,5.409230769
2014,South Carolina,17.9,4676,45337,4826858,0.1,0.043321429,9.003061224
2014,Tennessee,18.2,5479,44357,6544617,0.267857143,0.0445625,8.546728972
2014,Utah,11.8,1511,60943,2938327,0.356666667,0.055155405,5.363576159
2014,Vermont,12,288,54153,625693,0.153333333,0.04575,5.353968254
2014,Virginia,11.8,7591,64923,8315430,0.252142857,0.044614583,7.480952381
2014,Washington,13.2,3792,61358,7057531,0.306625,0.038785714,5.827272727
2014,West Virginia,18.3,1874,41030,1850569,0.3,0.0443,8.70625
2014,Wisconsin,13.2,5165,52632,5753199,0.194,0.042658333,7.079166667
